,Date,Type,Price,Size,Amount,Balance,Return
83,2023-08-16 00:00:00+00:00,SELL,1805.6590576171875,187.34548702220863,0.10375462977459125,2416.582910857105,-0.04606939129230227
84,2023-09-29 00:00:00+00:00,BUY,1667.94384765625,193.38701899915483,0.11594336300403463,2223.1958918579503,
85,2023-10-09 00:00:00+00:00,SELL,1579.806640625,183.16809481016887,0.11594336300403463,2406.363986668119,-0.05284183106949193
86,2023-10-23 00:00:00+00:00,BUY,1765.3826904296875,244.81681562243693,0.13867634306692417,2161.5471710456823,
87,2023-11-09 00:00:00+00:00,SELL,2120.56103515625,294.07164960567997,0.13867634306692417,2455.618820651362,0.20119056715125794
88,2024-01-09 00:00:00+00:00,BUY,2344.8271484375,178.5072237028438,0.07612809490959448,2277.111596948518,
89,2024-01-22 00:00:00+00:00,SELL,2310.826416015625,175.91881271803555,0.07612809490959448,2453.0304096665536,-0.01450031506353543
90,2024-02-09 00:00:00+00:00,BUY,2487.515625,210.8390095504377,0.08475886841934419,2242.191400116116,
91,2024-02-20 00:00:00+00:00,SELL,3013.503662109375,255.42116037794037,0.08475886841934419,2497.612560494056,0.21145114901916454
92,2024-04-11 00:00:00+00:00,BUY,3505.247802734375,150.74892971011283,0.043006639813743426,2346.8636307839433,
93,2024-04-12 00:00:00+00:00,SELL,3243.034912109375,139.47203436848295,0.043006639813743426,2486.3356651524264,-0.0748058070018482
94,2024-05-20 00:00:00+00:00,BUY,3663.85546875,238.14177424429,0.06499758963623556,2248.1938909081364,
95,2024-06-11 00:00:00+00:00,SELL,3498.33056640625,227.38305456717293,0.06499758963623556,2475.5769454753095,-0.045177792561839854
96,2024-07-17 00:00:00+00:00,BUY,3388.75244140625,169.4484741627707,0.050003202385729216,2306.1284713125387,
97,2024-07-25 00:00:00+00:00,SELL,3174.42724609375,158.73152804519881,0.050003202385729216,2464.8599993577377,-0.0632460467438455
98,2024-07-30 00:00:00+00:00,BUY,3278.667724609375,132.52152655730927,0.04041932201992139,2332.3384728004285,
99,2024-08-02 00:00:00+00:00,SELL,2986.01318359375,120.69262842340643,0.04041932201992139,2453.031101223835,-0.08926020127595952
100,2024-09-21 00:00:00+00:00,BUY,2615.857177734375,190.58417049578327,0.0728572538737954,2262.4469307280515,
101,2024-09-23 00:00:00+00:00,SELL,2676.3857421875,194.994115482761,0.0728572538737954,2457.4410462108126,0.0231390937427057
